04001,04003,-1.0
04001,04005,-1.0
04001,04007,-1.0
04001,04009,1.0
04001,04011,1.0
04001,04012,-1.0
04001,04013,-1.0
04001,04015,-1.0
04001,04017,1.0
04001,04019,-1.0
04001,04021,-1.0
04001,04023,-1.0
04001,04025,-1.0
04001,04027,-1.0
04003,04005,-1.0
04003,04007,-1.0
04003,04009,1.0
04003,04011,1.0
04003,04012,-1.0
04003,04013,-1.0
04003,04015,-1.0
04003,04017,-1.0
04003,04019,1.0
04003,04021,-1.0
04003,04023,1.0
04003,04025,-1.0
04003,04027,-1.0
04005,04007,1.0
04005,04009,-1.0
04005,04011,-1.0
04005,04012,-1.0
04005,04013,-1.0
04005,04015,1.0
04005,04017,1.0
04005,04019,-1.0
04005,04021,-1.0
04005,04023,-1.0
04005,04025,1.0
04005,04027,-1.0
04007,04009,1.0
04007,04011,-1.0
04007,04012,-1.0
04007,04013,1.0
04007,04015,-1.0
04007,04017,1.0
04007,04019,-1.0
04007,04021,1.0
04007,04023,-1.0
04007,04025,1.0
04007,04027,-1.0
04009,04011,1.0
04009,04012,-1.0
04009,04013,-1.0
04009,04015,-1.0
04009,04017,1.0
04009,04019,1.0
04009,04021,1.0
04009,04023,-1.0
04009,04025,-1.0
04009,04027,-1.0
04011,04012,-1.0
04011,04013,-1.0
04011,04015,-1.0
04011,04017,-1.0
04011,04019,-1.0
04011,04021,-1.0
04011,04023,-1.0
04011,04025,-1.0
04011,04027,-1.0
04012,04013,1.0
04012,04015,1.0
04012,04017,-1.0
04012,04019,-1.0
04012,04021,-1.0
04012,04023,-1.0
04012,04025,1.0
04012,04027,1.0
04013,04015,-1.0
04013,04017,-1.0
04013,04019,1.0
04013,04021,1.0
04013,04023,-1.0
04013,04025,1.0
04013,04027,1.0
04015,04017,-1.0
04015,04019,-1.0
04015,04021,-1.0
04015,04023,-1.0
04015,04025,1.0
04015,04027,-1.0
04017,04019,-1.0
04017,04021,-1.0
04017,04023,-1.0
04017,04025,-1.0
04017,04027,-1.0
04019,04021,1.0
04019,04023,1.0
04019,04025,-1.0
04019,04027,1.0
04021,04023,-1.0
04021,04025,-1.0
04021,04027,-1.0
04023,04025,-1.0
04023,04027,-1.0
04025,04027,-1.0
